student_number;first_name;last_name;gender;email_addresses;role;asso_name;asso_desc
975616;Ghislaine;GUIARD;garçon;Ghislaine.GUIARD@centralesupelec.fr;member;Sono;
8099037;Maïté;BARAUD;W;Maite.BARAUD@centralesupelec.fr,Maite.BARAUD@yahoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9976281;Jean-Richard;RAPICAULT;M;Jean-Richard.RAPICAULT@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9976281;Jean-Richard;RAPICAULT;M;Jean-Richard.RAPICAULT@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9976281;Jean-Richard;RAPICAULT;M;Jean-Richard.RAPICAULT@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6768024;Ida;DAVIAU;F;Ida.DAVIAU@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
145894;Marie Noelle;COSTE;fille;Marie Noelle.COSTE@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
145894;Marie Noelle;COSTE;fille;Marie Noelle.COSTE@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
145894;Marie Noelle;COSTE;fille;Marie Noelle.COSTE@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8775967;Claudio;ROUILLE;M;Claudio.ROUILLE@centralesupelec.fr,Claudio.ROUILLE@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8775967;Claudio;ROUILLE;M;Claudio.ROUILLE@centralesupelec.fr,Claudio.ROUILLE@orange.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8775967;Claudio;ROUILLE;M;Claudio.ROUILLE@centralesupelec.fr,Claudio.ROUILLE@orange.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6558582;Marie-Line;CHARPENTIER;F;Marie-Line.CHARPENTIER@centralesupelec.fr,Marie-Line.CHARPENTIER@google.com;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
34297;Marie-Astrid;TROST;F;Marie-Astrid.TROST@centralesupelec.fr,Marie-Astrid.TROST@wanadoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
34297;Marie-Astrid;TROST;F;Marie-Astrid.TROST@centralesupelec.fr,Marie-Astrid.TROST@wanadoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
34297;Marie-Astrid;TROST;F;Marie-Astrid.TROST@centralesupelec.fr,Marie-Astrid.TROST@wanadoo.fr;member;Sono;
6432702;Maude;HALBERT;fille;Maude.HALBERT@centralesupelec.fr,Maude.HALBERT@sfr.fr;member;Barco;installation et exploitation de materiel video
6432702;Maude;HALBERT;fille;Maude.HALBERT@centralesupelec.fr,Maude.HALBERT@sfr.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7327945;Dolorès;GAUGAIN;fille;Dolores.GAUGAIN@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7327945;Dolorès;GAUGAIN;fille;Dolores.GAUGAIN@centralesupelec.fr;member;Impact;
7327945;Dolorès;GAUGAIN;fille;Dolores.GAUGAIN@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9287286;Marco;BROSSAS;H;Marco.BROSSAS@centralesupelec.fr,Marco.BROSSAS@yahoo.com;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9287286;Marco;BROSSAS;H;Marco.BROSSAS@centralesupelec.fr,Marco.BROSSAS@yahoo.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9287286;Marco;BROSSAS;H;Marco.BROSSAS@centralesupelec.fr,Marco.BROSSAS@yahoo.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
5390269;Philomène;DA SILVA;W;Philomene.DA SILVA@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5390269;Philomène;DA SILVA;W;Philomene.DA SILVA@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5390269;Philomène;DA SILVA;W;Philomene.DA SILVA@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3654438;Walter;LAVENIER;H;Walter.LAVENIER@centralesupelec.fr,Walter.LAVENIER@hotmail.com;member;Sono;
3654438;Walter;LAVENIER;H;Walter.LAVENIER@centralesupelec.fr,Walter.LAVENIER@hotmail.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3654438;Walter;LAVENIER;H;Walter.LAVENIER@centralesupelec.fr,Walter.LAVENIER@hotmail.com;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4071677;Marie-Joëlle;DEROUET;F;Marie-Joelle.DEROUET@centralesupelec.fr,Marie-Joelle.DEROUET@orange.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4071677;Marie-Joëlle;DEROUET;F;Marie-Joelle.DEROUET@centralesupelec.fr,Marie-Joelle.DEROUET@orange.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4071677;Marie-Joëlle;DEROUET;F;Marie-Joelle.DEROUET@centralesupelec.fr,Marie-Joelle.DEROUET@orange.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9061188;Omar;BERTAUD;H;Omar.BERTAUD@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9061188;Omar;BERTAUD;H;Omar.BERTAUD@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8486227;Marie-Michèle;PERRAULT;fille;Marie-Michele.PERRAULT@centralesupelec.fr,Marie-Michele.PERRAULT@sfr.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8486227;Marie-Michèle;PERRAULT;fille;Marie-Michele.PERRAULT@centralesupelec.fr,Marie-Michele.PERRAULT@sfr.fr;member;Sono;
8486227;Marie-Michèle;PERRAULT;fille;Marie-Michele.PERRAULT@centralesupelec.fr,Marie-Michele.PERRAULT@sfr.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1542780;Peggy;GENDRY;W;Peggy.GENDRY@centralesupelec.fr,Peggy.GENDRY@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4207744;Gaby;PANNEAU;H;Gaby.PANNEAU@centralesupelec.fr,Gaby.PANNEAU@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4207744;Gaby;PANNEAU;H;Gaby.PANNEAU@centralesupelec.fr,Gaby.PANNEAU@orange.fr;member;Barco;installation et exploitation de materiel video
1810422;Mireille;LEGER;fille;Mireille.LEGER@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9492774;Dorothée;PINARD;fille;Dorothee.PINARD@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9492774;Dorothée;PINARD;fille;Dorothee.PINARD@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7145865;Fatma;COUVREUX;fille;Fatma.COUVREUX@centralesupelec.fr,Fatma.COUVREUX@wanadoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7145865;Fatma;COUVREUX;fille;Fatma.COUVREUX@centralesupelec.fr,Fatma.COUVREUX@wanadoo.fr;member;Impact;
3355919;Jean-Pol;BELNOU;M;Jean-Pol.BELNOU@centralesupelec.fr,Jean-Pol.BELNOU@hotmail.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3355919;Jean-Pol;BELNOU;M;Jean-Pol.BELNOU@centralesupelec.fr,Jean-Pol.BELNOU@hotmail.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6813274;Marietta;VION;F;Marietta.VION@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6813274;Marietta;VION;F;Marietta.VION@centralesupelec.fr;member;Impact;
6813274;Marietta;VION;F;Marietta.VION@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1175545;Jacki;BEZIE;garçon;Jacki.BEZIE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
517862;Fleur;SECHER;fille;Fleur.SECHER@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
517862;Fleur;SECHER;fille;Fleur.SECHER@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
517862;Fleur;SECHER;fille;Fleur.SECHER@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8147057;Florian;BEAUMONT;M;Florian.BEAUMONT@centralesupelec.fr,Florian.BEAUMONT@hotmail.com;member;Impact;
8147057;Florian;BEAUMONT;M;Florian.BEAUMONT@centralesupelec.fr,Florian.BEAUMONT@hotmail.com;member;Sono;
1950948;Marinette;CERISIER;fille;Marinette.CERISIER@centralesupelec.fr,Marinette.CERISIER@yahoo.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1950948;Marinette;CERISIER;fille;Marinette.CERISIER@centralesupelec.fr,Marinette.CERISIER@yahoo.com;member;Sono;
7009087;Daniela;POILANE;fille;Daniela.POILANE@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7009087;Daniela;POILANE;fille;Daniela.POILANE@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7009087;Daniela;POILANE;fille;Daniela.POILANE@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2319720;Hocine;CUSSONNEAU;garçon;Hocine.CUSSONNEAU@centralesupelec.fr;member;Impact;
2319720;Hocine;CUSSONNEAU;garçon;Hocine.CUSSONNEAU@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8861766;Elvis;COSNARD;M;Elvis.COSNARD@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8861766;Elvis;COSNARD;M;Elvis.COSNARD@centralesupelec.fr;member;Impact;
8861766;Elvis;COSNARD;M;Elvis.COSNARD@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6424608;Marie-Lise;JOUAN;F;Marie-Lise.JOUAN@centralesupelec.fr,Marie-Lise.JOUAN@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
6424608;Marie-Lise;JOUAN;F;Marie-Lise.JOUAN@centralesupelec.fr,Marie-Lise.JOUAN@yahoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7206006;Jérémy;DESGRE;M;Jeremy.DESGRE@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7206006;Jérémy;DESGRE;M;Jeremy.DESGRE@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7206006;Jérémy;DESGRE;M;Jeremy.DESGRE@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
